"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"1.0","0.0","0.3333333333333333","0.0","0","linking.linkers.FOXLinker"
"1.0","0.25","0.18181818181818182","0.3333333333333333","0","linking.linkers.FOXLinker"
"1.0","1.0","0.42857142857142855","0.0","0","linking.linkers.FOXLinker"
"1.0","1.0","0.3333333333333333","0.5","0","linking.linkers.FOXLinker"
"1.0","1.0","0.3333333333333333","1.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","1.0","3","linking.linkers.OpenTapiocaLinker"
"1.0","0.6666666666666666","0.4","1.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.25","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"1.0","0.0","0.25","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"1.0","0.0","0.5","1.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.25","1.0","3","linking.linkers.OpenTapiocaLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"1.0","1.0","1.0","0.0","0","linking.linkers.FOXLinker"
"1.0","0.3333333333333333","0.5","1.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.5","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"1.0","1.0","0.42857142857142855","1.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.3333333333333333","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"1.0","1.0","0.4","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.5","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","0.0","1.0","3","linking.linkers.OpenTapiocaLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","1.0","3","linking.linkers.OpenTapiocaLinker"
"1.0","1.0","0.6666666666666666","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.3333333333333333","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","0.0","1.0","3","linking.linkers.OpenTapiocaLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.5","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","0.5","1.0","3","linking.linkers.OpenTapiocaLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"1.0","0.5","0.3333333333333333","0.0","0","linking.linkers.FOXLinker"
"0.5","0.0","0.4","0.5","0","linking.linkers.FOXLinker"
"0.0","0.0","0.2","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"1.0","0.5","0.375","1.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.125","0.5","3","linking.linkers.OpenTapiocaLinker"
"0.0","0.0","0.16666666666666666","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","0.25","0.0","2","linking.linkers.DBpediaSpotlightLinker"
"0.6666666666666666","0.5","0.5","1.0","3","linking.linkers.OpenTapiocaLinker"
"1.0","0.0","0.25","0.0","0","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0","linking.linkers.FOXLinker"
"1.0","0.0","0.16666666666666666","1.0","0","linking.linkers.FOXLinker"
"1.0","1.0","0.4","1.0","0","linking.linkers.FOXLinker"
